"r","var"
0.896500876680714,"lower"
0.895936013592768,"FBDL"
0.895799280294418,"FDL"
0.891607523986106,"HDL"
0.891172773788534,"TDL"
0.89023511069904,"upper"
0.886944013024308,"UDL"
0.884726524583065,"RDL"
0.867032670795756,"FDB"
0.866283164567603,"TPB"
0.857274550124437,"TDB"
0.848796086213584,"HDB"
0.83257218960201,"FMSB"
0.82239431893385,"RPB"
0.821809456195444,"HMSB"
0.820523586440172,"RMSB"
0.819033472719394,"TMSB"
0.817361305966078,"HPB"
0.810004356001073,"RDB"
0.755576945189785,"UMSB"
