"r","var"
0.918240160248344,"lower"
0.915723994065991,"TDL"
0.915156346285037,"FDL"
0.914510003876313,"FBDL"
0.913030769425452,"HDL"
0.912440972929266,"upper"
0.901650323134354,"UDL"
0.90135022095011,"RDL"
0.879203773385018,"FDB"
0.871170029974026,"TPB"
0.860685532658846,"TDB"
0.858831503147833,"HDB"
0.840127617369804,"FMSB"
0.837610055150036,"HPB"
0.831215176620128,"RPB"
0.817240494529818,"RDB"
0.815450654844238,"TMSB"
0.814170249649462,"HMSB"
0.797433240452133,"RMSB"
0.754216323978128,"UMSB"
